Artist_ID,Name,Genres,Popularity
1rxbo2YyiXD9Zqzth6Bt3a,Krak In Dub,ragga jungle,30
6gj4aZLxVGCdFPMThH6q6q,Ed Rush,"drum and bass, jump up, jungle, neurofunk",27
1tov99lRWyoWgwcnrBFADL,Numa Crew,"dub reggae, ragga jungle",27
3LYPkUrgqHouiqK6ltJg2d,Solo Banton,"dub reggae, ragga jungle, uk dub",32
1V6f3JOvc36EUWcIaTBlfD,Daddy Freddy,"britcore, jamaican hip hop, old school uk hip hop, ragga jungle",30
11XdPK1p3uSxX0qiBy5WBZ,Tom & Jerry,jungle,25
3vBaLrnIgG5WCQ3pTeZexc,Renegade,jungle,21
07ogfrunSUmnsEsPQdRQUB,Peshay,"drum and bass, jungle",24
5imJlmURJJk9wicePHiqvo,Fracture,"drumfunk, minimal dnb, modern jungle",25
1vRz3sCz7iKtrmXK4HB1MI,Optical,"drum and bass, jump up, jungle, neurofunk",26
0fo0tocXO4ZkkVn3L0VZzB,Source Direct,"drum and bass, drumfunk, jungle",22
1cuov4jcw3lXOvCANG7Kg4,Doc Scott,"drum and bass, jungle, neurofunk",23
3kekxNoUNHgl8dXW3yjC8a,DJ Die,"bristol electronic, drum and bass, jump up, jungle, neurofunk",27
6WPeOlm3f3UGoO1l6OPOUO,Krust,"drum and bass, jungle",25
5yGoMjmASLRvhNL7jZndxG,Radikal Guru,"dub reggae, irish hip hop, polish reggae, ragga jungle, uk dub",28
711RACYACplatReI4JGaoa,Ulterior Motive,"drum and bass, drumfunk, jump up, jungle, neurofunk",26
4pJ8HL3kT31Gc3fqXQBG9c,RMS,jungle,28
4QyJmrMigcyftrQ1XwlD5t,Klute,"atmospheric dnb, drum and bass, drumfunk, jungle, liquid funk, neurofunk",23
2MnM5JbezlOuVYlfx61Qc6,DJ Hype,"drum and bass, jump up, jungle, neurofunk, ragga jungle",27
42AVbUdo5g8gbRiZqImNdM,Parly B,"dub reggae, ragga jungle",26
7kmajmVOmbPrFWq3uMHJ3M,MC Conrad,"atmospheric dnb, drum and bass, jungle",26
4PLyMikr67pzFRAIlplshI,Dope Ammo,"jump up, jungle, ragga jungle",27
3IeUcltBaQAMkIB8entBVU,Euphonique,"jungle, ragga jungle, uk dnb",24
0bR5osQX9Kn0wmtUPQQhze,Need For Mirrors,"deep liquid bass, jungle, neurofunk",26
6LWmwdaxswnPZCrjexu80I,Ray Keith,"drum and bass, jungle, ragga jungle",25
4D7y5m4HiGQsvas7pey4DV,Double O,modern jungle,17
2zLOpqiXVwvThCHC8RnRAU,Madwreck,modern jungle,17
3qSJ0u8E2oU5FRu4jeC5qW,Rebel MC,"britcore, jungle, old school uk hip hop, ragga jungle",27
0K1lHu1BP65Z1DErnljxUw,Forest Drive West,"breaks, experimental techno, modern jungle",22
2TFDQkQ7LahhuwL9p7R6MO,SHERELLE,modern jungle,23
1GNqYPZX9xWLXHQfHKXXVu,The Ganja Kru,"drum and bass, jungle, ragga jungle",25
44uXkGzSX98fieUV6b8pvv,Digital,"drum and bass, drumfunk, jungle, neurofunk",25
67FRYUfxVqKOrS3x4emvL8,Foul Play,jungle,20
3YLFA4Zkxkzk8NV9RmYMXR,Sl8r,"modern jungle, uk dnb",23
4K5Dosv1aTGnVJzfv6QilI,Lemon D,"drum and bass, jungle",20
7indGc1Jxbza3ehwm9ffVc,Dev/Null,"breakcore, flashcore, modern jungle, new england experimental",17
57nfWuv6BoRlsy8xLOxlO8,Isaac Maya,ragga jungle,26
1uWIkJKwtjv7cUFozkBhls,Ricky Tuff,"jungle, ragga jungle",26
0mgNs8G47LhbfqgsQhueOv,Paradox,"drumfunk, jungle",21
3gy5cNrDadVI5kDFcYgelE,TMSV,"classic dubstep, deep dubstep, minimal dubstep, modern jungle",18
7xFwx08ljvRKCtwduYfLFY,Dreadsquad,"polish reggae, ragga jungle",26
0KRqdhJSmE5uVSJ2SyDpRZ,Technical Itch,"darkstep, drum and bass, drumfunk, jungle, neurofunk",18
23DzvutdyC9J2ZXlovvLE9,Shimon,"drum and bass, jump up, jungle, neurofunk",23
