Artist_ID,Name,Genres,Popularity
4IpADpqxGeBjGbftwJurhe,Hillsdom,"liquid funk, uk dnb",20
0MI01aE1io3sgWKSGyK5hq,Meleka,uk funky,19
1e3xhbR7Jo9vB5rvtMQv9c,Screama,"old school bassline, uk funky",19
2DnD2184WMkwsUO9BJUnmS,Fluidity,"liquid funk, uk dnb",16
71tqljagflr75OBdRDBWCa,Attacca Pesante,uk funky,21
5mBGZSML56WvNOv7V3YTF3,Mr Joseph,"jazzy dnb, liquid funk, uk dnb",18
5urltEzdvmWz8tl1J4reSj,K.I.G,uk funky,24
6ejhSoIRxxVXEDJTR3kAVx,Geeneus,uk funky,18
6V1DvxiIkIOvjTK2yzLNyy,Gracious K,"afroswing, uk funky",22
71BxfcyzIwRxmdx2BRYDVD,Melinki,"liquid funk, uk dnb",15
1vQl67dVhKspv7RXPtsBzH,ALB,"liquid funk, uk dnb",13
1KeTaqYMcbzM55p0D9JymT,D-Malice,uk funky,16
3bvwEfeJwge7783Pjv6tNI,Actraiser,"deep liquid, liquid funk, uk dnb",11
2nXsXdrmdtqDOfqMhHc1Vx,DJ NG,uk funky,19
2xay2zQ4atSkbPycbgaN1c,Physical Illusion,"deep liquid bass, liquid funk, ukrainian electronic",9
4hzlCYExpUNcY6r0jFG3Pv,Funky Dee,uk funky,18
2QJVs1SDIWbAIqLSavHBQi,DJ MA1,uk funky,14
1POjThbbB3DoTwSglss08D,Miss Fire,uk funky,13
3xPVaIRBIIloVDdX8b3t2Z,Ben Soundscape,"liquid funk, uk dnb",10
20cX5epZfN4d2VLUFDinHv,Kosha,uk funky,8
51hYIQz1BnL7kf1IKr6HnO,Phil:osophy,"liquid funk, uk dnb",9
0hqvQutG576D21W1yxkSsh,Princess Nyah,uk funky,14
7MhrpXCllfRMB47PtC6Z2F,Karizma,uk funky,7
5SThGnsHuNHE99IzvbfKgo,DJ Naughty,uk funky,10
5EiVAQAe0qLKANwPmUFliS,The Fives,uk funky,8
6sezwfsYnNgPPKvmv9FmoF,Fr3e,uk funky,7
